"Sl_No","Acceleration","Air Quality","Distance","Fall","Humidity","Motion Detected","Object Detected","Temperature"
"4773","0","206.032181","95","False","0","False","False","0"
"3348","0","181.882904","95","False","0","False","False","0"
"3423","0","192.307541","95","False","0","False","False","0"
"1319","0","157.847397","95","False","0","False","False","0"
"3214","0","179.351288","94","False","0","False","False","0"
"255","0","331.40036","75","False","0","False","False","0"
"1065","0","176.848892","95","False","0","False","False","0"
"97","0","239.128525","0","False","0","False","False","0"
"2807","0","176.848892","94","False","0","True","False","0"
"2113","0","181.882904","95","False","0","False","False","0"
"1345","0","162.432129","94","False","0","False","False","0"
"4016","0","179.351288","95","False","0","False","False","0"
"1273","0","157.847397","74","False","0","False","False","0"
"514","0","214.65213","94","False","0","False","False","0"
"2586","0","176.848892","95","False","0","False","False","0"
"5301","0","194.989822","95","False","0","False","False","0"
"2431","0","176.848892","94","False","0","False","False","0"
"1676","0","176.848892","95","False","0","False","False","0"
"683","0","164.765198","94","False","0","False","False","0"
"2040","0","184.444077","95","False","0","False","False","0"
"2941","0","181.882904","95","False","0","False","False","0"
"2897","0","181.882904","94","False","0","False","False","0"
"5200","0","203.223923","94","False","0","False","False","0"
"2090","0","179.351288","95","False","0","False","False","0"
"4188","0","187.034973","95","False","0","False","False","0"
"4232","0","187.034973","95","False","0","False","False","0"
"5182","0","203.223923","95","False","0","False","False","0"
"5067","0","197.703064","95","False","0","False","False","0"
"5386","0","194.989822","95","False","0","False","False","0"
"4699","0","197.703064","95","False","0","False","False","0"
"928","0","134.48407","95","False","0","False","False","0"
"2018","0","181.882904","94","False","0","False","False","0"
"489","0","206.032181","95","False","0","False","False","0"
"2623","0","176.848892","94","False","0","False","False","0"
"799","0","138.507263","95","False","0","False","False","0"
"199","0","344.283691","262","False","0","False","False","0"
"4381","0","192.307541","95","False","0","False","False","0"
"1023","0","155.59523","95","False","0","False","False","0"
"4832","0","197.703064","95","False","0","False","False","0"
"867","0","132.508453","94","False","0","False","False","0"
"2580","0","176.848892","95","False","0","False","False","0"
"2856","0","176.848892","95","False","0","False","False","0"
"2844","0","179.351288","95","False","0","False","False","0"
"634","0","176.848892","94","False","0","True","False","0"
"3116","0","181.882904","94","False","0","False","False","0"
"3178","0","179.351288","95","False","0","False","False","0"
"4734","0","206.032181","95","False","0","False","False","0"
"4461","0","192.307541","95","False","0","False","False","0"
"4164","0","184.444077","95","False","0","False","False","0"
"2933","0","181.882904","95","False","0","False","False","0"
"5361","0","194.989822","94","False","0","False","False","0"
"3317","0","181.882904","95","False","0","False","False","0"
"1382","0","162.432129","94","False","0","False","False","0"
"1865","0","176.848892","95","False","0","False","False","0"
"2524","0","174.375458","94","False","0","False","False","0"
"1754","0","176.848892","95","False","0","False","False","0"
"2688","0","176.848892","95","False","0","False","False","0"
"4253","0","184.444077","95","False","0","False","False","0"
"2137","0","179.351288","95","False","0","False","False","0"
"3746","0","181.882904","94","False","0","False","False","0"
"2510","0","176.848892","95","False","0","False","False","0"
"1174","0","162.432129","95","False","0","False","False","0"
"2516","0","176.848892","95","False","0","False","False","0"
"2953","0","181.882904","95","False","0","False","False","0"
"4329","0","192.307541","94","False","0","False","False","0"
"1975","0","181.882904","94","False","0","False","False","0"
"209","0","344.283691","195","False","0","False","False","0"
"3068","0","179.351288","94","False","0","False","False","0"
"5055","0","197.703064","95","False","0","False","False","0"
"5075","0","197.703064","95","False","0","False","False","0"
"2718","0","176.848892","95","False","0","False","False","0"
"2041","0","181.882904","95","False","0","False","False","0"
"52","0","299.048889","100","False","0","False","False","0"
"1543","0","179.351288","95","False","0","False","False","0"
"4033","0","179.351288","95","False","0","False","False","0"
"27","0","302.938629","101","False","0","False","False","0"
"1058","0","176.848892","94","False","0","False","False","0"
"1307","0","160.126266","94","False","0","True","False","0"
"225","0","339.942139","55","False","0","False","False","0"
"4335","0","192.307541","94","False","0","False","False","0"
"3365","0","197.703064","95","False","0","True","False","0"
"5231","0","203.223923","95","False","0","False","False","0"
"856","0","110.578705","94","False","0","True","False","0"
"523","0","208.872772","95","False","0","False","False","0"
"1272","0","157.847397","94","False","0","True","False","0"
"656","0","176.848892","94","False","0","False","False","0"
"801","0","146.84816","94","False","0","False","False","0"
"3949","0","176.848892","95","False","0","False","False","0"
"4579","0","194.989822","95","False","0","False","False","0"
"4","0","306.871521","21","False","0","False","False","0"
"3796","0","179.351288","94","False","0","False","False","0"
"4820","0","211.746002","95","False","0","False","False","0"
"394","0","211.746002","95","False","0","False","False","0"
"2172","0","176.848892","94","False","0","False","False","0"
"4387","0","192.307541","95","False","0","False","False","0"
"3128","0","179.351288","94","False","0","False","False","0"
"111","0","232.80011","0","False","0","False","False","0"
"393","0","211.746002","95","False","0","False","False","0"
"376","0","211.746002","95","False","0","False","False","0"
"161","0","348.672852","195","False","0","False","False","0"
"3980","0","176.848892","94","False","0","False","False","0"
"1399","0","171.930634","95","False","0","False","False","0"
"4023","0","181.882904","94","False","0","False","False","0"
"4891","0","197.703064","94","False","0","False","False","0"
"3259","0","181.882904","95","False","0","False","False","0"
"2393","0","176.848892","94","False","0","False","False","0"
"4566","0","192.307541","95","False","0","False","False","0"
"5102","0","194.989822","95","False","0","False","False","0"
"809","0","138.507263","95","False","0","False","False","0"
"1350","0","162.432129","95","False","0","False","False","0"
"1001","0","153.369461","94","False","0","False","False","0"
"3115","0","181.882904","95","False","0","False","False","0"
"842","0","103.957458","95","False","0","False","False","0"
"764","0","160.126266","95","False","0","False","False","0"
"3664","0","181.882904","94","False","0","True","False","0"
"2341","0","176.848892","95","False","0","False","False","0"
"860","0","128.627853","94","False","0","True","False","0"
"3794","0","179.351288","95","False","0","False","False","0"
"4149","0","181.882904","95","False","0","False","False","0"
"2000","0","181.882904","95","False","0","False","False","0"
"1792","0","171.930634","95","False","0","False","False","0"
"4718","0","211.746002","95","False","0","False","False","0"
"3369","0","211.746002","75","False","0","False","False","0"
"2478","0","176.848892","94","False","0","False","False","0"
"26","0","299.048889","100","False","0","False","False","0"
"3078","0","181.882904","95","False","0","False","False","0"
"5377","0","192.307541","94","False","0","False","False","0"
"1517","0","176.848892","95","False","0","False","False","0"
"1796","0","174.375458","95","False","0","False","False","0"
"872","0","115.763702","94","False","0","False","False","0"
"4187","0","192.307541","95","False","0","False","False","0"
"3470","0","189.656082","94","False","0","False","False","0"
"3266","0","181.882904","94","False","0","False","False","0"
"1546","0","181.882904","95","False","0","False","False","0"
"3809","0","176.848892","95","False","0","False","False","0"
"13","0","302.938629","5","False","0","False","False","0"
"4663","0","197.703064","95","False","0","False","False","0"
"5019","0","197.703064","95","False","0","False","False","0"
"2114","0","181.882904","94","False","0","False","False","0"
"1433","0","174.375458","95","False","0","False","False","0"
"1591","0","181.882904","95","False","0","False","False","0"
"1616","0","181.882904","95","False","0","False","False","0"
"1424","0","174.375458","94","False","0","False","False","0"
"1905","0","174.375458","94","False","0","False","False","0"
"1643","0","176.848892","95","False","0","False","False","0"
"3594","0","181.882904","95","False","0","False","False","0"
"437","0","189.656082","95","False","0","False","False","0"
"2829","0","176.848892","94","False","0","True","False","0"
"4781","0","206.032181","95","False","0","False","False","0"
"3243","0","179.351288","79","False","0","False","False","0"
"1085","0","176.848892","95","False","0","True","False","0"
"3471","0","187.034973","94","False","0","False","False","0"
"2197","0","179.351288","95","False","0","False","False","0"
"4791","0","203.223923","95","False","0","False","False","0"
"1920","0","176.848892","95","False","0","False","False","0"
"280","0","318.933685","54","False","0","False","False","0"
"4607","0","194.989822","95","False","0","False","False","0"
"887","0","117.534927","95","False","0","False","False","0"
"3919","0","176.848892","74","False","0","False","False","0"
"4777","0","208.872772","95","False","0","False","False","0"
"2308","0","176.848892","94","False","0","False","False","0"
"267","0","318.933685","67","False","0","False","False","0"
"1701","0","176.848892","94","False","0","False","False","0"
"4392","0","189.656082","94","False","0","False","False","0"
"3862","0","176.848892","95","False","0","False","False","0"
"4501","0","192.307541","95","False","0","False","False","0"
"5276","0","192.307541","95","False","0","False","False","0"
"3304","0","181.882904","94","False","0","False","False","0"
"2937","0","184.444077","95","False","0","False","False","0"
"2370","0","176.848892","94","False","0","False","False","0"
"277","0","318.933685","73","False","0","False","False","0"
"1981","0","179.351288","94","False","0","False","False","0"
"3482","0","187.034973","95","False","0","False","False","0"
"190","0","344.283691","242","False","0","False","False","0"
"5367","0","194.989822","95","False","0","False","False","0"
"5156","0","197.703064","95","False","0","False","False","0"
"447","0","192.307541","95","False","0","False","False","0"
"4467","0","192.307541","95","False","0","False","False","0"
"1286","0","160.126266","94","False","0","False","False","0"
"2650","0","176.848892","95","False","0","False","False","0"
"4172","0","187.034973","95","False","0","False","False","0"
"2794","0","176.848892","95","False","0","False","False","0"
"375","0","208.872772","94","False","0","False","False","0"
"2130","0","179.351288","94","False","0","False","False","0"
"2305","0","176.848892","95","False","0","False","False","0"
"4045","0","181.882904","95","False","0","False","False","0"
"2666","0","176.848892","95","False","0","False","False","0"
"4490","0","192.307541","94","False","0","False","False","0"
"3768","0","181.882904","95","False","0","False","False","0"
"2938","0","181.882904","94","False","0","False","False","0"
"3156","0","181.882904","95","False","0","False","False","0"
"2039","0","181.882904","94","False","0","False","False","0"
"1477","0","174.375458","95","False","0","False","False","0"
"1210","0","160.126266","94","False","0","False","False","0"
"4828","0","208.872772","95","False","0","False","False","0"
"2720","0","176.848892","94","False","0","False","False","0"
"1878","0","176.848892","95","False","0","False","False","0"
"3505","0","187.034973","95","False","0","False","False","0"
"3962","0","176.848892","95","False","0","False","False","0"
"2925","0","181.882904","94","False","0","False","False","0"
"1772","0","176.848892","94","False","0","False","False","0"
"1050","0","176.848892","94","False","0","True","False","0"
"1225","0","160.126266","94","False","0","True","False","0"
"4124","0","181.882904","95","False","0","False","False","0"
"1516","0","176.848892","95","False","0","False","False","0"
"4700","0","197.703064","95","False","0","True","False","0"
"127","0","242.346649","0","False","0","True","False","0"
"3934","0","176.848892","95","False","0","False","False","0"
"807","0","121.142937","95","False","0","False","False","0"
"1690","0","176.848892","94","False","0","False","False","0"
"821","0","134.48407","94","False","0","False","False","0"
"4693","0","203.223923","95","False","0","True","False","0"
"1657","0","176.848892","95","False","0","False","False","0"
"3168","0","179.351288","95","False","0","False","False","0"
"547","0","211.746002","95","False","0","False","False","0"
"571","0","203.223923","95","False","0","False","False","0"
"3709","0","181.882904","95","False","0","False","False","0"
"3791","0","179.351288","95","False","0","False","False","0"
"2932","0","181.882904","95","False","0","False","False","0"
"4873","0","197.703064","94","False","0","False","False","0"
"4538","0","194.989822","95","False","0","False","False","0"
"4267","0","187.034973","95","False","0","False","False","0"
"3357","0","192.307541","95","False","0","False","False","0"
"875","0","114.014091","95","False","0","False","False","0"
"3639","0","181.882904","95","False","0","False","False","0"
"452","0","194.989822","94","False","0","False","False","0"
"4257","0","187.034973","95","False","0","False","False","0"
"1478","0","174.375458","95","False","0","False","False","0"
"454","0","192.307541","95","False","0","False","False","0"
"119","0","239.128525","0","False","0","False","False","0"
"3631","0","181.882904","95","False","0","True","False","0"
"588","0","189.656082","95","False","0","False","False","0"
"1650","0","179.351288","95","False","0","False","False","0"
"487","0","203.223923","95","False","0","False","False","0"
"3669","0","181.882904","95","False","0","False","False","0"
"16","0","302.938629","5","False","0","False","False","0"
"1281","0","160.126266","95","False","0","False","False","0"
"4972","0","194.989822","94","False","0","False","False","0"
"1279","0","157.847397","95","False","0","False","False","0"
"4231","0","184.444077","95","False","0","False","False","0"
"3080","0","181.882904","94","False","0","False","False","0"
"240","0","335.647797","54","False","0","False","False","0"
"1107","0","176.848892","95","False","0","False","False","0"
"3397","0","211.746002","95","False","0","False","False","0"
"1612","0","181.882904","94","False","0","False","False","0"
"2656","0","176.848892","95","False","0","False","False","0"
"644","0","179.351288","94","False","0","False","False","0"
"647","0","176.848892","95","False","0","False","False","0"
"2945","0","181.882904","94","False","0","False","False","0"
"4586","0","194.989822","95","False","0","False","False","0"
"248","0","331.40036","220","False","0","False","False","0"
"898","0","132.508453","95","False","0","False","False","0"
"4825","0","208.872772","95","False","0","False","False","0"
"2051","0","181.882904","94","False","0","False","False","0"
"1070","0","176.848892","94","False","0","True","False","0"
"798","0","148.996185","95","False","0","False","False","0"
"3133","0","184.444077","94","False","0","False","False","0"
"729","0","174.375458","95","False","0","False","False","0"
"2205","0","179.351288","95","False","0","False","False","0"
"1593","0","181.882904","95","False","0","False","False","0"
"4377","0","192.307541","95","False","0","False","False","0"
"506","0","203.223923","95","False","0","False","False","0"
"3203","0","179.351288","95","False","0","False","False","0"
"1257","0","157.847397","94","False","0","False","False","0"
"2846","0","179.351288","95","False","0","False","False","0"
"3268","0","181.882904","95","False","0","False","False","0"
"631","0","176.848892","95","False","0","False","False","0"
"5014","0","197.703064","95","False","0","False","False","0"
"4518","0","192.307541","95","False","0","False","False","0"
"3887","0","179.351288","95","False","0","False","False","0"
"271","0","314.868652","75","False","0","False","False","0"
"2231","0","179.351288","95","False","0","False","False","0"
"1389","0","164.765198","95","False","0","False","False","0"
"4677","0","203.223923","95","False","0","False","False","0"
"5399","0","194.989822","94","False","0","False","False","0"
"3903","0","176.848892","94","False","0","False","False","0"
"491","0","206.032181","94","False","0","False","False","0"
"602","0","181.882904","94","False","0","False","False","0"
"4395","0","192.307541","95","False","0","False","False","0"
"486","0","203.223923","95","False","0","False","False","0"
"1590","0","181.882904","95","False","0","False","False","0"
"711","0","160.126266","94","False","0","False","False","0"
"626","0","179.351288","95","False","0","False","False","0"
"1492","0","176.848892","94","False","0","False","False","0"
"4941","0","194.989822","95","False","0","False","False","0"
"312","0","318.933685","253","False","0","False","False","0"
"2457","0","176.848892","95","False","0","False","False","0"
"1154","0","160.126266","95","False","0","False","False","0"
"994","0","153.369461","95","False","0","False","False","0"
"4685","0","203.223923","95","False","0","False","False","0"
"4806","0","211.746002","95","False","0","False","False","0"
"301","0","310.848083","252","False","0","False","False","0"
"1836","0","176.848892","95","False","0","False","False","0"
"3994","0","179.351288","95","False","0","False","False","0"
"5306","0","192.307541","95","False","0","False","False","0"
"3372","0","211.746002","95","False","0","False","False","0"
"576","0","192.307541","95","False","0","False","False","0"
"1134","0","174.375458","94","False","0","False","False","0"
"86","0","299.048889","1201","False","0","False","False","0"
"3805","0","176.848892","95","False","0","False","False","0"
"2990","0","181.882904","95","False","0","False","False","0"
"1290","0","160.126266","95","False","0","True","False","0"
"1608","0","181.882904","76","False","0","False","False","0"
"5186","0","197.703064","94","False","0","False","False","0"
"5158","0","197.703064","95","False","0","False","False","0"
"793","0","140.555298","94","False","0","False","False","0"
"853","0","110.578705","94","False","0","False","False","0"
"1080","0","176.848892","95","False","0","False","False","0"
"4162","0","184.444077","95","False","0","False","False","0"
"4170","0","187.034973","95","False","0","False","False","0"
"570","0","197.703064","95","False","0","False","False","0"
"3647","0","181.882904","77","False","0","True","False","0"
"2123","0","179.351288","94","False","0","False","False","0"
"1635","0","179.351288","94","False","0","False","False","0"
"4810","0","211.746002","94","False","0","False","False","0"
"1120","0","176.848892","74","False","0","False","False","0"
"1829","0","176.848892","95","False","0","False","False","0"
"1025","0","155.59523","94","False","0","False","False","0"
"252","0","331.40036","218","False","0","False","False","0"
"465","0","184.444077","95","False","0","False","False","0"
"5369","0","192.307541","95","False","0","False","False","0"
"1449","0","174.375458","95","False","0","False","False","0"
"2852","0","176.848892","94","False","0","False","False","0"
"1585","0","181.882904","95","False","0","False","False","0"
"2705","0","176.848892","95","False","0","False","False","0"
"3638","0","181.882904","95","False","0","False","False","0"
"4370","0","192.307541","94","False","0","False","False","0"
"3288","0","181.882904","95","False","0","False","False","0"
"4153","0","181.882904","95","False","0","False","False","0"
"2443","0","176.848892","94","False","0","False","False","0"
"3799","0","179.351288","95","False","0","False","False","0"
"2291","0","174.375458","95","False","0","False","False","0"
"80","0","295.201843","17","False","0","False","False","0"
"2428","0","176.848892","95","False","0","False","False","0"
"2842","0","176.848892","94","False","0","False","False","0"
"1867","0","176.848892","95","False","0","False","False","0"
"3847","0","179.351288","94","False","0","False","False","0"
"5129","0","203.223923","95","False","0","False","False","0"
"5296","0","194.989822","95","False","0","False","False","0"
"149","0","357.596436","219","False","0","False","False","0"
"2912","0","181.882904","94","False","0","False","False","0"
"3724","0","181.882904","95","False","0","False","False","0"
"708","0","160.126266","95","False","0","False","False","0"
"4108","0","181.882904","95","False","0","False","False","0"
"418","0","192.307541","94","False","0","False","False","0"
"2930","0","181.882904","95","False","0","False","False","0"
"245","0","331.40036","219","False","0","False","False","0"
"5278","0","194.989822","94","False","0","False","False","0"
"5279","0","194.989822","95","False","0","False","False","0"
"2537","0","176.848892","94","False","0","False","False","0"
"1466","0","171.930634","94","False","0","False","False","0"
"5216","0","197.703064","95","False","0","False","False","0"
"1563","0","181.882904","95","False","0","False","False","0"
"5236","0","203.223923","95","False","0","False","False","0"
"5047","0","197.703064","95","False","0","False","False","0"
"72","0","302.938629","268","False","0","False","False","0"
"2980","0","181.882904","95","False","0","False","False","0"
"5331","0","194.989822","94","False","0","False","False","0"
"614","0","176.848892","94","False","0","False","False","0"
"948","0","146.84816","95","False","0","False","False","0"
"3453","0","192.307541","94","False","0","False","False","0"
"1381","0","162.432129","73","False","0","False","False","0"
"1935","0","176.848892","95","False","0","False","False","0"
"4081","0","181.882904","95","False","0","False","False","0"
"4004","0","179.351288","95","False","0","False","False","0"
"3095","0","181.882904","94","False","0","False","False","0"
"4021","0","179.351288","94","False","0","False","False","0"
"2520","0","176.848892","95","False","0","False","False","0"
"4009","0","179.351288","95","False","0","False","False","0"
"1243","0","160.126266","94","False","0","False","False","0"
"411","0","192.307541","95","False","0","False","False","0"
"391","0","211.746002","94","False","0","False","False","0"
"617","0","179.351288","95","False","0","False","False","0"
"986","0","153.369461","95","False","0","False","False","0"
"5370","0","192.307541","95","False","0","False","False","0"
"303","0","314.868652","30","False","0","False","False","0"
"4594","0","194.989822","95","False","0","False","False","0"
"808","0","121.142937","95","False","0","True","False","0"
"3916","0","176.848892","95","False","0","False","False","0"
"4970","0","197.703064","95","False","0","False","False","0"
"1654","0","176.848892","95","False","0","False","False","0"
"3171","0","176.848892","94","False","0","False","False","0"
"2122","0","181.882904","94","False","0","False","False","0"
"1841","0","174.375458","95","False","0","False","False","0"
"193","0","344.283691","53","False","0","False","False","0"
"4893","0","203.223923","95","False","0","False","False","0"
"4794","0","203.223923","95","False","0","False","False","0"
"76","0","302.938629","14","False","0","False","False","0"
"2729","0","176.848892","95","False","0","False","False","0"
"4408","0","192.307541","94","False","0","False","False","0"
"4427","0","192.307541","94","False","0","False","False","0"
"4380","0","192.307541","86","False","0","False","False","0"
"4243","0","184.444077","95","False","0","False","False","0"
"3963","0","174.375458","95","False","0","False","False","0"
"3468","0","187.034973","95","False","0","False","False","0"
"4181","0","187.034973","95","False","0","False","False","0"
"2977","0","181.882904","95","False","0","False","False","0"
"3362","0","192.307541","95","False","0","False","False","0"
"3213","0","176.848892","95","False","0","False","False","0"
"806","0","115.763702","94","False","0","False","False","0"
"4074","0","181.882904","95","False","0","False","False","0"
"2750","0","176.848892","94","False","0","False","False","0"
"2637","0","176.848892","95","False","0","False","False","0"
"176","0","344.283691","195","False","0","False","False","0"
"2599","0","179.351288","94","False","0","False","False","0"
"4984","0","197.703064","95","False","0","False","False","0"
"1600","0","181.882904","95","False","0","False","False","0"
"357","0","211.746002","94","False","0","False","False","0"
"4044","0","179.351288","95","False","0","False","False","0"
"1412","0","174.375458","94","False","0","False","False","0"
"1843","0","176.848892","95","False","0","False","False","0"
"4086","0","181.882904","95","False","0","False","False","0"
"143","0","362.131653","255","False","0","False","False","0"
"389","0","211.746002","95","False","0","False","False","0"
"4688","0","197.703064","95","False","0","False","False","0"
"434","0","189.656082","95","False","0","False","False","0"
"543","0","214.65213","94","False","0","False","False","0"
"3873","0","179.351288","94","False","0","False","False","0"
"2658","0","176.848892","95","False","0","False","False","0"
"4067","0","181.882904","95","False","0","False","False","0"
"3798","0","179.351288","95","False","0","False","False","0"
"4615","0","197.703064","94","False","0","False","False","0"
"3090","0","179.351288","94","False","0","False","False","0"
"4920","0","203.223923","95","False","0","False","False","0"
"1202","0","160.126266","95","False","0","False","False","0"
"3277","0","181.882904","94","False","0","False","False","0"
"2216","0","179.351288","95","False","0","False","False","0"
"911","0","138.507263","94","False","0","True","False","0"
"5061","0","197.703064","95","False","0","False","False","0"
"2636","0","176.848892","94","False","0","False","False","0"
"3296","0","181.882904","95","False","0","False","False","0"
"4353","0","192.307541","95","False","0","False","False","0"
"2501","0","176.848892","95","False","0","False","False","0"
"4145","0","181.882904","95","False","0","False","False","0"
"3779","0","181.882904","94","False","0","False","False","0"
"355","0","214.65213","95","False","0","False","False","0"
"5120","0","197.703064","95","False","0","False","False","0"
"1378","0","164.765198","95","False","0","False","False","0"
"2367","0","176.848892","95","False","0","False","False","0"
"4111","0","181.882904","95","False","0","False","False","0"
"2877","0","181.882904","94","False","0","False","False","0"
"150","0","357.596436","61","False","0","False","False","0"
"784","0","153.369461","94","False","0","False","False","0"
"753","0","157.847397","95","False","0","True","False","0"
"2992","0","181.882904","95","False","0","False","False","0"
"4754","0","208.872772","95","False","0","False","False","0"
"857","0","115.763702","95","False","0","False","False","0"
"666","0","176.848892","95","False","0","False","False","0"
"3101","0","181.882904","94","False","0","False","False","0"
"3763","0","181.882904","95","False","0","False","False","0"
"5341","0","194.989822","94","False","0","False","False","0"
"4659","0","194.989822","95","False","0","False","False","0"
"1164","0","162.432129","95","False","0","False","False","0"
"507","0","203.223923","95","False","0","False","False","0"
"3977","0","176.848892","95","False","0","False","False","0"
"4557","0","192.307541","95","False","0","False","False","0"
"4103","0","181.882904","95","False","0","False","False","0"
"2822","0","176.848892","94","False","0","True","False","0"
"3787","0","181.882904","95","False","0","False","False","0"
"3064","0","181.882904","95","False","0","False","False","0"
"1181","0","160.126266","95","False","0","False","False","0"
"93","0","255.587173","0","False","0","False","False","0"
"3038","0","179.351288","95","False","0","False","False","0"
"3254","0","181.882904","95","False","0","False","False","0"
"691","0","164.765198","77","False","0","False","False","0"
"3021","0","179.351288","95","False","0","False","False","0"
"4492","0","192.307541","95","False","0","False","False","0"
"2057","0","181.882904","95","False","0","False","False","0"
"2898","0","181.882904","94","False","0","False","False","0"
"377","0","211.746002","94","False","0","False","False","0"
"3272","0","181.882904","95","False","0","False","False","0"
"4836","0","203.223923","95","False","0","False","False","0"
"3051","0","181.882904","95","False","0","False","False","0"
"1353","0","164.765198","95","False","0","False","False","0"
"4144","0","184.444077","94","False","0","False","False","0"
"4552","0","194.989822","95","False","0","False","False","0"
"2176","0","179.351288","95","False","0","False","False","0"
"3718","0","181.882904","95","False","0","False","False","0"
"1103","0","176.848892","95","False","0","False","False","0"
"5221","0","197.703064","95","False","0","False","False","0"
"45","0","302.938629","269","False","0","False","False","0"
"3256","0","181.882904","95","False","0","False","False","0"
"897","0","132.508453","95","False","0","False","False","0"
"2890","0","181.882904","94","False","0","False","False","0"
"3777","0","181.882904","94","False","0","False","False","0"
"546","0","208.872772","95","False","0","False","False","0"
"2452","0","176.848892","95","False","0","False","False","0"
"3998","0","176.848892","94","False","0","False","False","0"
"3872","0","179.351288","95","False","0","False","False","0"
"1974","0","179.351288","94","False","0","False","False","0"
"4287","0","192.307541","95","False","0","False","False","0"
"4000","0","179.351288","95","False","0","False","False","0"
"1005","0","153.369461","95","False","0","False","False","0"
"2423","0","176.848892","94","False","0","False","False","0"
"2233","0","176.848892","95","False","0","False","False","0"
"354","0","214.65213","95","False","0","False","False","0"
"5338","0","194.989822","95","False","0","False","False","0"
"3338","0","181.882904","95","False","0","False","False","0"
"902","0","134.48407","95","False","0","False","False","0"
"41","0","299.048889","24","False","0","False","False","0"
"3058","0","181.882904","95","False","0","False","False","0"
"5185","0","197.703064","95","False","0","False","False","0"
"1017","0","153.369461","94","False","0","False","False","0"
"2563","0","176.848892","94","False","0","False","False","0"
"4629","0","197.703064","94","False","0","False","False","0"
"880","0","112.285843","95","False","0","False","False","0"
"2084","0","181.882904","95","False","0","False","False","0"
"242","0","335.647797","56","False","0","False","False","0"
"4739","0","203.223923","95","False","0","False","False","0"
"4600","0","194.989822","95","False","0","False","False","0"
"4901","0","203.223923","95","False","0","False","False","0"
"4565","0","194.989822","95","False","0","False","False","0"
"3722","0","181.882904","95","False","0","False","False","0"
"2442","0","176.848892","95","False","0","False","False","0"
"2468","0","176.848892","95","False","0","False","False","0"
"3124","0","181.882904","95","False","0","False","False","0"
"1364","0","162.432129","95","False","0","False","False","0"
"3189","0","179.351288","94","False","0","False","False","0"
"2165","0","179.351288","95","False","0","False","False","0"
"1533","0","176.848892","95","False","0","False","False","0"
"4250","0","184.444077","95","False","0","False","False","0"
"3201","0","176.848892","94","False","0","False","False","0"
"217","0","344.283691","75","False","0","False","False","0"
"5287","0","192.307541","95","False","0","False","False","0"
"637","0","176.848892","95","False","0","False","False","0"
"3123","0","181.882904","94","False","0","False","False","0"
"1660","0","176.848892","94","False","0","False","False","0"
"1857","0","176.848892","95","False","0","False","False","0"
"3187","0","176.848892","95","False","0","False","False","0"
"148","0","357.596436","244","False","0","False","False","0"
"2399","0","176.848892","95","False","0","False","False","0"
"2266","0","176.848892","95","False","0","False","False","0"
"2255","0","176.848892","95","False","0","False","False","0"
"1562","0","181.882904","95","False","0","False","False","0"
"783","0","151.169891","95","False","0","True","False","0"
"2966","0","181.882904","94","False","0","False","False","0"
"2889","0","181.882904","94","False","0","False","False","0"
"1912","0","176.848892","95","False","0","False","False","0"
"4503","0","192.307541","95","False","0","False","False","0"
"4829","0","203.223923","95","False","0","False","False","0"
"3564","0","181.882904","95","False","0","False","False","0"
"2612","0","179.351288","95","False","0","False","False","0"
"4442","0","189.656082","95","False","0","False","False","0"
"17","0","306.871521","5","False","0","False","False","0"
"5295","0","194.989822","95","False","0","False","False","0"
"1988","0","181.882904","94","False","0","False","False","0"
"3086","0","181.882904","94","False","0","False","False","0"
"792","0","148.996185","94","False","0","False","False","0"
"3350","0","192.307541","94","False","0","False","False","0"
"1711","0","176.848892","94","False","0","False","False","0"
"4662","0","203.223923","95","False","0","True","False","0"
"3654","0","181.882904","95","False","0","False","False","0"
"3006","0","179.351288","95","False","0","False","False","0"
"4449","0","192.307541","94","False","0","False","False","0"
"4366","0","192.307541","95","False","0","False","False","0"
"3830","0","179.351288","95","False","0","False","False","0"
"5402","0","192.307541","95","False","0","False","False","0"
"2151","0","179.351288","94","False","0","False","False","0"
"3943","0","176.848892","95","False","0","False","False","0"
"1340","0","160.126266","94","False","0","False","False","0"
"3417","0","194.989822","95","False","0","False","False","0"
"4512","0","192.307541","94","False","0","False","False","0"
"985","0","153.369461","95","False","0","False","False","0"
"5113","0","197.703064","95","False","0","False","False","0"
"2236","0","179.351288","94","False","0","False","False","0"
"3461","0","189.656082","94","False","0","False","False","0"
"3273","0","179.351288","74","False","0","False","False","0"
"4105","0","181.882904","95","False","0","False","False","0"
"3571","0","181.882904","95","False","0","False","False","0"
"331","0","211.746002","95","False","0","False","False","0"
"3690","0","181.882904","94","False","0","False","False","0"
"2019","0","181.882904","94","False","0","False","False","0"
"3990","0","176.848892","95","False","0","False","False","0"
"4885","0","197.703064","95","False","0","False","False","0"
"2102","0","179.351288","95","False","0","False","False","0"
"3823","0","179.351288","95","False","0","False","False","0"
"5168","0","203.223923","95","False","0","False","False","0"
"4736","0","206.032181","95","False","0","False","False","0"
"3678","0","181.882904","95","False","0","False","False","0"
"3955","0","176.848892","95","False","0","False","False","0"
"1223","0","162.432129","94","False","0","False","False","0"
"3508","0","189.656082","95","False","0","False","False","0"
"4234","0","184.444077","95","False","0","False","False","0"
"1728","0","176.848892","95","False","0","False","False","0"
"3537","0","184.444077","94","False","0","False","False","0"
"3702","0","181.882904","95","False","0","False","False","0"
